1624102549.000000, IBI
12.093750,0.671875
12.765625,0.671875
13.406250,0.640625
14.078125,0.671875
14.750000,0.671875
15.437500,0.687500
16.140625,0.703125
16.828125,0.687500
17.531250,0.703125
18.250000,0.718750
18.968750,0.718750
19.640625,0.671875
20.359375,0.718750
21.062500,0.703125
26.968750,0.640625
27.656250,0.687500
28.343750,0.687500
29.000000,0.656250
29.687500,0.687500
30.390625,0.703125
31.078125,0.687500
31.718750,0.640625
32.375000,0.656250
33.031250,0.656250
33.687500,0.656250
34.343750,0.656250
34.984375,0.640625
35.625000,0.640625
36.281250,0.656250
36.937500,0.656250
37.578125,0.640625
38.218750,0.640625
38.859375,0.640625
39.531250,0.671875
40.203125,0.671875
40.859375,0.656250
41.515625,0.656250
42.203125,0.687500
42.921875,0.718750
43.609375,0.687500
44.296875,0.687500
44.984375,0.687500
45.687500,0.703125
46.375000,0.687500
47.046875,0.671875
47.734375,0.687500
48.421875,0.687500
49.140625,0.718750
49.828125,0.687500
50.515625,0.687500
51.203125,0.687500
51.937500,0.734375
52.640625,0.703125
53.328125,0.687500
54.015625,0.687500
54.734375,0.718750
55.468750,0.734375
56.156250,0.687500
56.843750,0.687500
57.546875,0.703125
58.265625,0.718750
59.000000,0.734375
59.687500,0.687500
60.406250,0.718750
61.109375,0.703125
61.843750,0.734375
62.531250,0.687500
63.234375,0.703125
63.937500,0.703125
64.656250,0.718750
65.328125,0.671875
66.031250,0.703125
66.718750,0.687500
67.421875,0.703125
68.125000,0.703125
68.812500,0.687500
69.500000,0.687500
70.218750,0.718750
70.937500,0.718750
71.640625,0.703125
72.343750,0.703125
73.062500,0.718750
73.796875,0.734375
74.500000,0.703125
75.187500,0.687500
75.890625,0.703125
76.609375,0.718750
77.343750,0.734375
78.062500,0.718750
78.781250,0.718750
79.515625,0.734375
80.265625,0.750000
80.984375,0.718750
81.687500,0.703125
82.437500,0.750000
83.203125,0.765625
83.984375,0.781250
84.750000,0.765625
85.500000,0.750000
86.265625,0.765625
87.062500,0.796875
87.828125,0.765625
88.578125,0.750000
89.328125,0.750000
90.093750,0.765625
90.859375,0.765625
91.625000,0.765625
92.359375,0.734375
93.109375,0.750000
