Timestamp,HRV
1624102550.875,0.0
1624102552.625,398.3608994994363
1624102553.4375,679.4475056104781
1624102553.9375,708.2921696301862
1624102554.59375,706.8105623815964
1624102555.265625,695.7617624901227
1624102555.875,681.9582092220027
1624102556.59375,668.7698260677953
1624102557.265625,656.1611366757966
1624102557.953125,644.2651364142922
1624102558.640625,633.0519368778599
1624102559.28125,622.6016151519151
1624102559.96875,612.9160483157136
1624102560.640625,603.8739748864855
1624102561.3125,474.1924786648634
1624102561.984375,158.24558271141913
1624102562.625,80.75988470745759
1624102563.296875,55.17766408366038
1624102563.96875,55.26390025807123
1624102564.640625,54.78196530518011
1624102565.34375,29.08140184694061
1624102566.03125,29.08140184694061
1624102566.765625,30.20195328197726
1624102567.546875,70.21535615198245
1624102568.1875,70.41479632867676
1624102568.84375,92.86743765571599
1624102569.671875,118.69645219606464
1624102570.28125,118.0836656620647
1624102570.96875,121.62531233811015
1624102571.828125,205.73511527361129
1624102572.28125,205.38996067240225
1624102572.9375,205.38996067240225
1624102573.59375,205.38996067240225
1624102574.25,205.48697388478178
1624102574.90625,205.4146215787977
1624102575.53125,205.4146215787977
1624102576.203125,205.62657048774196
1624102576.875,206.72167482399783
1624102577.5625,206.6550572932768
1624102578.21875,207.22166198371656
1624102578.9375,206.31346799069456
1624102579.625,206.659579714131
1624102580.296875,206.80354756429156
1624102580.9375,102.32882454907782
1624102581.578125,32.47410931374902
1624102582.25,32.09454702552882
1624102582.890625,31.62437684545795
1624102583.5625,34.86165767805766
1624102584.171875,37.305582055213804
1624102584.84375,37.150866313504004
1624102585.484375,37.150866313504004
1624102586.125,37.150866313504004
1624102586.78125,37.150866313504004
1624102587.40625,54.98477041246929
1624102588.140625,67.98739615976187
1624102588.75,67.57726777290505
1624102589.40625,67.7869239767207
1624102590.078125,67.70403005977433
1624102590.734375,67.48617860914946
1624102591.4375,67.70109017700572
1624102592.125,67.9096051700248
1624102592.828125,67.90110710616703
1624102593.484375,67.90110710616703
1624102594.203125,67.90110710616703
1624102594.890625,67.82204371424673
1624102595.59375,67.39024812893351
1624102596.234375,67.46836204264545
1624102596.953125,62.835167441474816
1624102597.640625,62.835167441474816
1624102598.453125,110.64113760249668
1624102599.046875,110.22027477956314
1624102599.734375,110.26289028515286
1624102600.421875,110.42614185198362
1624102601.140625,110.42614185198362
1624102601.84375,110.30959139827179
1624102602.515625,110.06870601087263
1624102603.28125,109.94071723352734
1624102603.96875,112.73253312446984
1624102604.8125,147.71708164123152
1624102605.375,147.09592762695868
1624102606.046875,147.34317920035753
1624102606.78125,147.4603294376798
1624102607.5,148.58845050563846
1624102608.21875,141.88319527105955
1624102608.90625,142.3982585367351
1624102609.625,142.36868079057018
1624102610.328125,141.8515894558509
1624102611.125,143.0695705065535
1624102611.75,142.4897984502551
1624102612.453125,143.33849468842297
1624102613.171875,143.8705961336852
1624102613.859375,143.54269502178292
1624102614.546875,88.43587159460428
1624102615.234375,87.22954757566401
1624102615.9375,87.52868389144189
1624102616.625,87.41588581416565
1624102617.34375,87.1204113759938
1624102618.015625,86.90715540540951
1624102618.75,86.75095190162303
1624102619.4375,86.614733684377
1624102620.15625,86.12385320229802
1624102620.84375,63.27757956411411
1624102621.65625,72.07053070236091
1624102622.34375,72.07053070236091
1624102623.015625,72.24596904793226
1624102623.703125,72.17671553505042
1624102624.375,72.0093223519923
1624102625.125,71.55548020682319
1624102625.828125,71.3321959417452
1624102626.5625,71.3321959417452
1624102627.265625,71.2042893772522
1624102628.03125,71.80012001282341
1624102628.8125,74.5761783402766
1624102629.484375,86.58851360836155
1624102630.3125,113.92225080167347
1624102630.921875,127.74487384589726
1624102631.75,127.74487384589726
1624102632.453125,127.1327181781654
1624102633.21875,127.13271817816539
1624102633.96875,127.13271817816539
1624102634.734375,126.81898976218227
1624102635.609375,129.7125157233287
1624102636.296875,128.40652964606522
1624102637.078125,127.76485461784188
1624102637.796875,126.61932409361081
1624102638.65625,126.54964508461259
1624102639.328125,126.54964508461259
1624102640.109375,128.4488453769739
1624102640.84375,121.22311165341988
1624102641.5625,106.40564673555514
1624102642.390625,106.86310886872484
1624102643.15625,108.47971678056251
1624102644.078125,186.39393684285508
1624102644.625,194.942108427148
1624102645.46875,194.3003714551352
1624102646.125,194.29672309212103
1624102646.9375,193.4265504801318
1624102647.546875,192.80966557019764
1624102648.25,193.75113967935525
1624102649.046875,193.75113967935528
1624102649.65625,193.29316109132768
1624102650.484375,190.64182609962126
1624102651.109375,187.83648193551812
1624102651.875,187.83648193551812
1624102652.53125,188.15662658430705
1624102653.234375,189.8658038167976
1624102654.03125,147.98186362904383
1624102654.625,122.18930281049144
1624102655.40625,122.09584603604972
1624102656.0625,122.09584603604972
1624102656.875,127.88377947510651
1624102657.453125,125.66240481009399
1624102658.171875,128.8299873010363
1624102658.875,132.54561103551922
1624102659.5625,129.98763851789516
1624102660.203125,128.445293755819
1624102660.84375,129.98282683726592
1624102661.53125,131.52393165393212
1624102662.1875,131.99327554161152
1624102662.84375,133.28519566855894
1624102663.484375,126.94348932336156
1624102664.25,124.90584971685053
1624102664.84375,131.69352185521495
1624102665.640625,267.29117335776874
1624102665.90625,267.29117335776874
1624102666.40625,267.14181424024787
1624102667.09375,267.0970473878963
1624102667.8125,266.7637662134789
1624102668.453125,266.66506059461346
1624102669.15625,266.6037135796924
1624102669.828125,266.6037135796924
1624102670.546875,266.6495714213195
1624102671.25,266.5881816083169
1624102671.984375,266.6037135796924
1624102672.71875,266.47601083877987
1624102673.3125,266.494137360033
1624102674.109375,266.45466163443524
1624102674.71875,135.343616516719
1624102675.5,123.12662740723466
1624102676.125,118.8308374935399
1624102676.828125,119.0116119544373
1624102677.546875,120.09224235503123
1624102678.28125,120.09224235503122
1624102678.953125,120.31845391263693
1624102679.625,119.43551081162124
1624102680.390625,117.98005413789967
1624102681.0625,116.34646694022994
1624102681.859375,114.93056650638025
1624102682.5,116.88896651918722
1624102683.171875,106.89231509409913
1624102683.953125,98.10673427409468
1624102684.671875,94.57822783375808
1624102685.546875,179.14262752332795
1624102686.0625,188.75229745881808
1624102686.859375,187.52602563669697
1624102687.53125,186.18177324059346
1624102688.328125,185.51674876308985
1624102688.921875,184.05670749206195
1624102689.625,185.21680262401225
1624102690.328125,186.28917456903986
1624102691.046875,186.82620094853374
1624102691.859375,191.59198151059778
1624102692.40625,189.54197575196758
1624102693.15625,190.80913535042126
1624102693.859375,191.3623938060741
1624102694.578125,193.57392089434552
1624102695.3125,282.72432947388523
1624102695.484375,284.9220443675186
1624102695.984375,286.7810969916946
1624102696.8125,287.3635045519752
1624102697.5625,288.734941181173
1624102698.234375,289.0758978999072
1624102698.984375,288.66643971340704
1624102699.65625,287.72176529111346
1624102700.453125,288.1548781757485
1624102701.203125,288.4924503843638
1624102701.828125,304.6903725666577
1624102702.0,303.4224415788659
1624102702.484375,301.114751018876
1624102703.28125,298.9099515836718
1624102703.90625,241.90227890147457
1624102704.78125,247.38929539476712
1624102705.28125,244.41435400999336
1624102706.046875,243.75839080537008
1624102706.703125,241.19402297030112
1624102707.546875,238.77663719686217
1624102708.21875,238.41491421938264
1624102708.796875,236.09415820221324
1624102709.65625,233.52694164095956
1624102710.375,234.93870497383725
1624102711.171875,198.23120428395237
1624102711.796875,192.7041915258268
1624102712.640625,187.12909148361172
1624102713.34375,190.79852996305718
1624102714.0,190.2657150232016
1624102714.796875,148.7192826058551
1624102715.4375,141.29925364205099
1624102716.09375,140.8234950634615
1624102716.875,140.05400953760784
1624102717.515625,152.04633269012663
1624102718.421875,170.2525269158325
1624102719.015625,162.54863452582012
1624102719.703125,163.68921706681536
1624102720.296875,162.50831283876403
1624102720.6875,162.50831283876403
1624102721.25,163.07925780885645
1624102721.75,470.2823712611722
1624102723.1875,480.863538145716
1624102724.015625,481.50781328371204
1624102724.828125,484.96025897623554
1624102725.09375,514.5607074548165
1624102726.15625,511.66964400912394
1624102726.890625,511.46940060972247
1624102727.46875,514.19091387227
1624102728.03125,515.7775348014954
1624102728.390625,515.894572668285
1624102728.671875,511.99037539614045
1624102729.390625,512.4639232647329
1624102729.9375,513.7890542071693
1624102730.5,511.13416259454357
1624102730.796875,425.85304488722176
1624102731.15625,410.67355843868
1624102731.765625,410.47852183834203
1624102732.4375,401.0776263242743
1624102732.984375,228.18281573762775
1624102733.609375,315.1284812232341
1624102734.84375,356.35576422488026
1624102735.46875,354.48375478634534
1624102736.28125,353.62548437731425
1624102736.78125,353.4452523869984
1624102737.1875,348.99017517335596
1624102737.859375,350.55563484382674
1624102738.5,350.4280484969642
1624102739.09375,350.9254945239947
1624102739.34375,350.2056914774316
1624102739.71875,350.3647686873136
1624102740.328125,347.5034354633921
1624102740.625,348.14371814939346
1624102741.0,348.14371814939346
1624102741.453125,306.4955647579656
1624102741.8125,201.67319034076533
1624102742.140625,315.6003320518675
1624102743.09375,323.6372476006414
1624102743.609375,321.8709525849186
1624102743.90625,324.17822090833
1624102744.265625,323.8328030236563
1624102744.546875,325.5174171094876
1624102745.234375,325.7468051833431
1624102746.09375,325.26001316764894
1624102746.796875,327.49172365423726
1624102747.4375,327.7782015059751
1624102747.90625,327.62023822064526
1624102748.28125,327.62023822064526
1624102748.578125,570.7415272900733
1624102750.0,674.3201466841233
1624102750.234375,673.9148093988109
1624102750.828125,676.8973863565461
1624102751.40625,677.9303895381742
1624102751.9375,677.6467923179719
1624102752.59375,675.1607537799885
1624102752.859375,677.8810137187625
1624102753.109375,678.0990821137857
1624102753.5,678.6686004684035
1624102753.875,678.5507076509662
1624102754.15625,683.8925842108168
1624102755.21875,685.0235780052814
1624102755.515625,697.1805350418448
1624102756.765625,650.8609562432935
1624102757.25,547.5070459667826
1624102757.9375,551.5629533258333
1624102758.578125,552.5640661254924
1624102759.90625,545.8148336922127
1624102760.71875,541.6471148756247
1624102761.203125,547.4644569009879
1624102761.78125,543.6203100373846
1624102762.078125,543.6203100373846
1624102762.515625,535.124376044392
1624102763.46875,526.5354302034632
1624102763.96875,519.9131707226901
1624102764.28125,510.82826827441795
1624102764.65625,423.8758196522401
1624102764.875,367.23200931397264
1624102765.28125,368.7491894857683
1624102765.5625,720.3642336464469
1624102767.28125,720.3642336464469
1624102768.3125,720.4395113861497
1624102768.796875,719.3643703781084
1624102769.75,718.738997135211
1624102770.515625,720.4386792124818
1624102771.25,719.045813313191
1624102771.6875,721.7065861639924
1624102771.96875,724.4366204861127
1624102772.28125,724.5445830532143
1624102772.765625,724.3711177287676
1624102773.140625,724.4648906600921
1624102773.65625,723.8472358267196
1624102773.90625,724.1654173387526
1624102774.1875,366.4179523495497
1624102774.765625,291.66638461728184
1624102775.546875,322.6306713273829
1624102776.953125,445.9790410621685
1624102777.5,444.81954150655207
1624102777.734375,444.18359806429254
1624102778.09375,450.12263665655587
1624102779.0,448.9281386229608
1624102779.4375,447.47291451065314
1624102780.40625,444.1721325554516
1624102780.890625,442.68432442677164
1624102781.1875,437.62548896317236
1624102781.84375,444.9496208696697
1624102783.15625,444.69737080129903
1624102784.40625,446.3875912640386
1624102785.03125,449.80603825694305
1624102785.625,525.2388620347843
1624102787.203125,504.28809361762205
1624102788.0625,509.7990251425642
1624102788.9375,502.60372337073125
1624102789.390625,508.60138772232307
1624102790.046875,508.8976832082433
1624102790.265625,508.8269825787688
1624102790.9375,510.0117491229886
1624102791.234375,505.8241139921129
1624102792.125,503.55435553864254
1624102792.484375,534.5001405829844
1624102793.734375,525.4517369473828
1624102794.328125,529.6947368636095
1624102795.25,521.6302090624496
1624102795.796875,467.47116818627416
1624102797.109375,465.82168625073734
1624102798.234375,459.43961588325726
1624102798.6875,458.14578244596606
1624102799.609375,445.94257732037045
1624102800.0,474.76886182710484
1624102801.25,487.9138530068949
1624102802.359375,483.2182836429652
1624102802.8125,495.33418723809825
1624102803.5,508.56472877988665
1624102804.28125,476.0263148294806
1624102804.796875,479.2387518876792
1624102805.375,477.16939859499973
1624102806.484375,477.9595346461282
1624102807.25,457.2552203900084
1624102807.71875,456.49809803266675
1624102808.40625,446.68093166993833
1624102809.65625,448.1062276974085
1624102810.375,450.36659077103735
1624102811.671875,434.11437042218733
1624102812.15625,431.6681897575676
1624102812.875,424.98411336718135
1624102813.578125,424.2280014726826
1624102814.015625,419.27923367082155
1624102814.765625,423.16054848205283
1624102815.421875,418.4705865598118
1624102815.796875,421.59991525081404
1624102816.1875,426.2259843791455
1624102816.5,426.0288496663325
1624102817.265625,428.05927305724487
1624102817.921875,422.0747863066909
1624102818.296875,416.57781881361035
1624102818.984375,406.5960043529803
1624102819.609375,238.55446411515177
1624102820.203125,241.63795933054402
1624102820.796875,240.97829601359766
1624102821.46875,240.80663462836793
1624102821.984375,237.79422638957274
1624102822.609375,238.47808028604243
1624102823.203125,237.47778800045177
1624102823.78125,237.31658764339534
1624102824.3125,237.31658764339534
1624102824.921875,172.61972360664174
1624102825.5625,173.51517763496386
1624102826.21875,158.31000606547664
1624102826.703125,94.94489594131548
1624102827.234375,130.26615025509437
1624102827.515625,299.09039182519876
1624102828.390625,298.8221431986665
1624102829.1875,299.1971318193768
1624102829.703125,299.8166278482824
1624102830.296875,299.2524250271323
1624102830.6875,298.1842348716852
1624102831.25,297.1130493914274
1624102831.96875,296.42528885811436
1624102832.5625,296.27963674251316
1624102833.25,294.8508811528005
1624102833.75,294.4701768558237
1624102834.328125,294.6332961795745
1624102835.0625,292.9338971730415
1624102835.5625,293.76886008110796
1624102836.1875,145.30801658600703
1624102836.859375,209.93245002159009
1624102837.953125,213.4585228722475
1624102838.734375,213.94834848572137
1624102839.5625,226.78189238153416
1624102840.03125,238.30874677990872
1624102840.875,237.23809047773597
1624102841.5,235.1061473645227
1624102841.875,232.04424285131068
1624102842.453125,232.81613132650136
1624102842.71875,233.69010176918457
1624102843.015625,231.89865304147963
1624102843.609375,237.44072190139897
1624102844.25,240.36951493518927
1624102844.515625,240.05840562466088
1624102844.84375,224.78485230111588
1624102845.484375,228.40395225438468
